,title,genre,rating,rating_count,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
19,The Moon-Voyage,Science Fiction,3.59,91,0.09040000289678574,0.13850000500679016,0.03579999879002571,0.17949999868869781,0.14990000426769257,0.11400000005960464,0.07050000131130219,0.22130000591278076
20,Autour de la Lune,Science Fiction,3.58,1,0.05990000069141388,0.06469999998807907,0.0357000008225441,0.2904999852180481,0.07199999690055847,0.07209999859333038,0.07349999994039536,0.33160001039505005
21,All Around the Moon,Science Fiction,3.58,1,0.06830000132322311,0.15080000460147858,0.03350000083446503,0.13179999589920044,0.19300000369548798,0.11990000307559967,0.08540000021457672,0.21739999949932098
22,20.000 Mijlen onder Zee: Oostelijk Halfrond,Science Fiction,4.01,576,0.011599999852478504,0.021900000050663948,0.006200000178068876,0.4474000036716461,0.017500000074505806,0.4097999930381775,0.016899999231100082,0.06880000233650208
23,20.000 Mijlen onder Zee: Westelijk Halfrond,Science Fiction,3.89,1,0.011099999770522118,0.021400000900030136,0.005499999970197678,0.4553999900817871,0.010599999688565731,0.4390000104904175,0.007199999876320362,0.049800001084804535
24,L'île mystérieuse,Science Fiction,4.11,1,0.07970000058412552,0.07410000264644623,0.03539999946951866,0.0917000025510788,0.0674000009894371,0.07050000131130219,0.14740000665187836,0.43389999866485596
25,The Man Who Rocked the Earth,Science Fiction,3.43,14,0.10949999839067459,0.13490000367164612,0.0568000003695488,0.17470000684261322,0.1234000027179718,0.1234000027179718,0.08089999854564667,0.1964000016450882
26,First on the Moon,Science Fiction,4.04,127,0.1128000020980835,0.15970000624656677,0.05719999969005585,0.15780000388622284,0.11869999766349792,0.1404000073671341,0.07400000095367432,0.17949999868869781
27,The Doomsman,Science Fiction,3.33,15,0.0892999991774559,0.14509999752044678,0.05389999970793724,0.1534000039100647,0.16840000450611115,0.11729999631643295,0.06949999928474426,0.2029999941587448
28,Quaint Epitaphs,Humor,3.33,3,0.0754999965429306,0.10620000213384628,0.07419999688863754,0.12200000137090683,0.19370000064373016,0.19529999792575836,0.04619999974966049,0.18709999322891235
29,Operation Interstellar,Science Fiction,3.19,21,0.09989999979734421,0.16699999570846558,0.05959999933838844,0.12839999794960022,0.15530000627040863,0.11069999635219574,0.05979999899864197,0.21930000185966492
30,Highways in Hiding,Science Fiction,3.64,53,0.09539999812841415,0.12620000541210175,0.06920000165700912,0.15539999306201935,0.12690000236034393,0.13650000095367432,0.05779999867081642,0.23250000178813934
31,The Fourth R,Science Fiction,4.45,1,0.07129999995231628,0.15690000355243683,0.048900000751018524,0.11209999769926071,0.1737000048160553,0.10419999808073044,0.058400001376867294,0.2745000123977661
32,Triplanetary,Science Fiction,3.65,1,0.12849999964237213,0.13050000369548798,0.061799999326467514,0.17970000207424164,0.11879999935626984,0.12359999865293503,0.07859999686479568,0.1784999966621399
33,Skylark Three,Science Fiction,3.87,1,0.11020000278949738,0.14710000157356262,0.04769999906420708,0.15199999511241913,0.14749999344348907,0.10239999741315842,0.0746999979019165,0.21850000321865082
34,The Galaxy Primes,Science Fiction,3.66,704,0.0989999994635582,0.14560000598430634,0.0625,0.13349999487400055,0.14880000054836273,0.11270000040531158,0.07100000232458115,0.22699999809265137
35,The Skylark of Space,Science Fiction,3.76,1,0.09480000287294388,0.14000000059604645,0.047600001096725464,0.14560000598430634,0.16949999332427979,0.11550000309944153,0.0771000012755394,0.20999999344348907
36,Spacehounds of IPC,Science Fiction,3.74,788,0.11330000311136246,0.14350000023841858,0.05490000173449516,0.155799999833107,0.15029999613761902,0.11270000040531158,0.07280000299215317,0.19660000503063202
37,First Lensman,Science Fiction,3.87,1,0.1031000018119812,0.14489999413490295,0.05790000036358833,0.14020000398159027,0.13420000672340393,0.10570000112056732,0.06719999760389328,0.2467000037431717
38,Empire,Science Fiction,4.45,1,0.12489999830722809,0.13920000195503235,0.06239999830722809,0.16249999403953552,0.1356000006198883,0.13130000233650208,0.07609999924898148,0.1679999977350235
39,Starman's Quest,Science Fiction,3.56,293,0.06790000200271606,0.18719999492168427,0.06610000133514404,0.11739999800920486,0.16869999468326569,0.11420000344514847,0.0803999975323677,0.19820000231266022
40,Master of Life and Death,Science Fiction,3.52,182,0.07699999958276749,0.163100004196167,0.059700001031160355,0.1378999948501587,0.13510000705718994,0.11959999799728394,0.06440000236034393,0.24320000410079956
41,The Status Civilization,Science Fiction,3.94,1,0.10409999638795853,0.13009999692440033,0.07100000232458115,0.16200000047683716,0.13210000097751617,0.12929999828338623,0.06210000067949295,0.20919999480247498
42,73,Historical Fiction,4.46,1,0.13920000195503235,0.13330000638961792,0.05959999933838844,0.16760000586509705,0.1396999955177307,0.12439999729394913,0.08290000259876251,0.15320000052452087
43,The Secret Martians,Science Fiction,3.22,9,0.11890000104904175,0.12269999831914902,0.06109999865293503,0.16910000145435333,0.13249999284744263,0.1446000039577484,0.07779999822378159,0.17339999973773956
44,Shaman,Science Fiction,3.45,1,0.11460000276565552,0.12150000035762787,0.04839999973773956,0.18559999763965607,0.1485999971628189,0.1462000012397766,0.04729999974370003,0.18780000507831573
45,Other Worlds,Science Fiction,4.15,1,0.060100000351667404,0.17180000245571136,0.02290000021457672,0.08569999784231186,0.1915999948978424,0.07270000129938126,0.08560000360012054,0.3095000088214874
46,Edison's Conquest of Mars,Science Fiction,3.1,132,0.09749999642372131,0.1451999992132187,0.046300001442432404,0.16840000450611115,0.1500999927520752,0.11169999837875366,0.09200000017881393,0.18880000710487366
47,The Second Deluge,Science Fiction,3.58,12,0.08219999819993973,0.14650000631809235,0.042899999767541885,0.1606999933719635,0.14820000529289246,0.1306000053882599,0.08420000225305557,0.2046000063419342
48,Curiosities of the Sky,Science Fiction,3.25,36,0.0617000013589859,0.1793999969959259,0.022700000554323196,0.10670000314712524,0.1736000031232834,0.0786999985575676,0.10450000315904617,0.2727000117301941
49,A Columbus of Space,Science Fiction,3.24,38,0.07360000163316727,0.14509999752044678,0.04349999874830246,0.14259999990463257,0.18070000410079956,0.11819999665021896,0.10360000282526016,0.19269999861717224
50,Legacy,Science Fiction,4.14,1,0.07609999924898148,0.1581999957561493,0.05730000138282776,0.12290000170469284,0.15839999914169312,0.1062999963760376,0.0820000022649765,0.23890000581741333
51,Through the Air to the North Pole,Science Fiction,3.22,9,0.09049999713897705,0.1624000072479248,0.03480000048875809,0.15760000050067902,0.12489999830722809,0.14970000088214874,0.09749999642372131,0.1826999932527542
52,Under the Ocean to the South Pole,Science Fiction,3.5,4,0.09399999678134918,0.16290000081062317,0.043800000101327896,0.16820000112056732,0.12549999356269836,0.1264999955892563,0.10080000013113022,0.17820000648498535
53,Through Space to Mars,Science Fiction,3.16,19,0.08919999748468399,0.14730000495910645,0.03220000118017197,0.18000000715255737,0.13040000200271606,0.11829999834299088,0.09860000014305115,0.20399999618530273
54,Lost on the Moon,Science Fiction,3.43,7,0.08460000157356262,0.15240000188350677,0.050200000405311584,0.1882999986410141,0.11829999834299088,0.14499999582767487,0.08550000190734863,0.17579999566078186
55,Dave Dashaway and His Hydroplane,Science Fiction,3.88,8,0.0568000003695488,0.18119999766349792,0.03590000048279762,0.10289999842643738,0.20149999856948853,0.09350000321865082,0.0908999964594841,0.23729999363422394
56,On a Torn-Away World,Science Fiction,3.2,10,0.0966000035405159,0.13019999861717224,0.03830000013113022,0.17790000140666962,0.13009999692440033,0.13169999420642853,0.09019999951124191,0.20509999990463257
57,Sabotage in Space,Science Fiction,3.68,62,0.10670000314712524,0.1404000073671341,0.05270000174641609,0.16210000216960907,0.10119999945163727,0.10570000112056732,0.09200000017881393,0.23909999430179596
